surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en
46,15,سورة الاحقاف,وَوَصَّيۡنَا ٱلۡإِنسَٰنَ بِوَٰلِدَيۡهِ إِحۡسَٰنًاۖ حَمَلَتۡهُ أُمُّهُۥ كُرۡهٗا وَوَضَعَتۡهُ كُرۡهٗاۖ وَحَمۡلُهُۥ وَفِصَٰلُهُۥ ثَلَٰثُونَ شَهۡرًاۚ حَتَّىٰٓ إِذَا بَلَغَ أَشُدَّهُۥ وَبَلَغَ أَرۡبَعِينَ سَنَةٗ قَالَ رَبِّ أَوۡزِعۡنِيٓ أَنۡ أَشۡكُرَ نِعۡمَتَكَ ٱلَّتِيٓ أَنۡعَمۡتَ عَلَيَّ وَعَلَىٰ وَٰلِدَيَّ وَأَنۡ أَعۡمَلَ صَٰلِحٗا تَرۡضَىٰهُ وَأَصۡلِحۡ لِي فِي ذُرِّيَّتِيٓۖ إِنِّي تُبۡتُ إِلَيۡكَ وَإِنِّي مِنَ ٱلۡمُسۡلِمِينَ,joy,we have commanded people to honour their parents their mothers bore them in hardship and delivered them in hardship their period of bearing and weaning is thirty months in time when the child reaches their prime at the age of forty they pray my lord inspire me to always be thankful for your favours which you blessed me and my parents with and to do good deeds that please you and instil righteousness in my offspring i truly repent to you and i truly submit to your will
46,16,سورة الاحقاف,أُوْلَٰٓئِكَ ٱلَّذِينَ نَتَقَبَّلُ عَنۡهُمۡ أَحۡسَنَ مَا عَمِلُواْ وَنَتَجَاوَزُ عَن سَيِّـَٔاتِهِمۡ فِيٓ أَصۡحَٰبِ ٱلۡجَنَّةِۖ وَعۡدَ ٱلصِّدۡقِ ٱلَّذِي كَانُواْ يُوعَدُونَ,joy,it is from these people that we will accept the good they did and overlook their misdeedsalong with the residents of paradise in fulfilment of the true promise they have been given
46,9,سورة الاحقاف,قُلۡ مَا كُنتُ بِدۡعٗا مِّنَ ٱلرُّسُلِ وَمَآ أَدۡرِي مَا يُفۡعَلُ بِي وَلَا بِكُمۡۖ إِنۡ أَتَّبِعُ إِلَّا مَا يُوحَىٰٓ إِلَيَّ وَمَآ أَنَا۠ إِلَّا نَذِيرٞ مُّبِينٞ,sadness,say i am not the first messenger ever sent nor do i know what will happen to me or you i only follow what is revealed to me and i am only sent with a clear warning
46,23,سورة الاحقاف,قَالَ إِنَّمَا ٱلۡعِلۡمُ عِندَ ٱللَّهِ وَأُبَلِّغُكُم مَّآ أُرۡسِلۡتُ بِهِۦ وَلَٰكِنِّيٓ أَرَىٰكُمۡ قَوۡمٗا تَجۡهَلُونَ,sadness,he responded the knowledge of its time is only with allah i only convey to you what i have been sent with but i can see that you are a people acting ignorantly
46,31,سورة الاحقاف,يَٰقَوۡمَنَآ أَجِيبُواْ دَاعِيَ ٱللَّهِ وَءَامِنُواْ بِهِۦ يَغۡفِرۡ لَكُم مِّن ذُنُوبِكُمۡ وَيُجِرۡكُم مِّنۡ عَذَابٍ أَلِيمٖ,sadness,o  our fellow jinn respond to the caller of allah and believe in him he will forgive your sins and protect you from a painful punishment
46,35,سورة الاحقاف,فَٱصۡبِرۡ كَمَا صَبَرَ أُوْلُواْ ٱلۡعَزۡمِ مِنَ ٱلرُّسُلِ وَلَا تَسۡتَعۡجِل لَّهُمۡۚ كَأَنَّهُمۡ يَوۡمَ يَرَوۡنَ مَا يُوعَدُونَ لَمۡ يَلۡبَثُوٓاْ إِلَّا سَاعَةٗ مِّن نَّهَارِۭۚ بَلَٰغٞۚ فَهَلۡ يُهۡلَكُ إِلَّا ٱلۡقَوۡمُ ٱلۡفَٰسِقُونَ,sadness,so endure patiently as did the messengers of firm resolve this is a sufficient warning then will anyone be destroyed except the rebellious people
45,7,سورة الجاثية,وَيۡلٞ لِّكُلِّ أَفَّاكٍ أَثِيمٖ,anger,woe to every sinful liar
45,8,سورة الجاثية,يَسۡمَعُ ءَايَٰتِ ٱللَّهِ تُتۡلَىٰ عَلَيۡهِ ثُمَّ يُصِرُّ مُسۡتَكۡبِرٗا كَأَن لَّمۡ يَسۡمَعۡهَاۖ فَبَشِّرۡهُ بِعَذَابٍ أَلِيمٖ,anger,they hear allahs revelations recited to them then persist in denial arrogantly as if they did not hear them so give them good news of a painful punishment
45,35,سورة الجاثية,ذَٰلِكُم بِأَنَّكُمُ ٱتَّخَذۡتُمۡ ءَايَٰتِ ٱللَّهِ هُزُوٗا وَغَرَّتۡكُمُ ٱلۡحَيَوٰةُ ٱلدُّنۡيَاۚ فَٱلۡيَوۡمَ لَا يُخۡرَجُونَ مِنۡهَا وَلَا هُمۡ يُسۡتَعۡتَبُونَ,anger,this is because you made a mockery of allahs revelations and were deluded by your worldly life so from that day on they will not be taken out of the fire nor will they be allowed to appease their lord
45,3,سورة الجاثية,إِنَّ فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ لَأٓيَٰتٖ لِّلۡمُؤۡمِنِينَ,fear,surely in the creation of the heavens and the earth are signs for the believers
45,10,سورة الجاثية,مِّن وَرَآئِهِمۡ جَهَنَّمُۖ وَلَا يُغۡنِي عَنۡهُم مَّا كَسَبُواْ شَيۡـٔٗا وَلَا مَا ٱتَّخَذُواْ مِن دُونِ ٱللَّهِ أَوۡلِيَآءَۖ وَلَهُمۡ عَذَابٌ عَظِيمٌ,fear,awaiting them is hell their worldly gains will not be of any benefit to them whatsoever nor will those protectors they have taken besides allah and they will suffer a tremendous punishment
45,11,سورة الجاثية,هَٰذَا هُدٗىۖ وَٱلَّذِينَ كَفَرُواْ بِـَٔايَٰتِ رَبِّهِمۡ لَهُمۡ عَذَابٞ مِّن رِّجۡزٍ أَلِيمٌ,fear,this quran is true guidance and those who deny their lords revelations will suffer the worst torment of agonizing pain
45,15,سورة الجاثية,مَنۡ عَمِلَ صَٰلِحٗا فَلِنَفۡسِهِۦۖ وَمَنۡ أَسَآءَ فَعَلَيۡهَاۖ ثُمَّ إِلَىٰ رَبِّكُمۡ تُرۡجَعُونَ,fear,whoever does good it is to their own benefit and whoever does evil it is to their own loss then to your lord you will all be returned
45,20,سورة الجاثية,هَٰذَا بَصَٰٓئِرُ لِلنَّاسِ وَهُدٗى وَرَحۡمَةٞ لِّقَوۡمٖ يُوقِنُونَ,fear,this quran is an insight for humanitya guide and mercy for people of sure faith
45,27,سورة الجاثية,وَلِلَّهِ مُلۡكُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ وَيَوۡمَ تَقُومُ ٱلسَّاعَةُ يَوۡمَئِذٖ يَخۡسَرُ ٱلۡمُبۡطِلُونَ,fear,to allah alone belongs the kingdom of the heavens and the earth on the day the hour will be established the people of falsehood will then be in total loss
45,29,سورة الجاثية,هَٰذَا كِتَٰبُنَا يَنطِقُ عَلَيۡكُم بِٱلۡحَقِّۚ إِنَّا كُنَّا نَسۡتَنسِخُ مَا كُنتُمۡ تَعۡمَلُونَ,fear,this record of ours speaks the truth about you indeed we always had your deeds recorded by the angels
45,34,سورة الجاثية,وَقِيلَ ٱلۡيَوۡمَ نَنسَىٰكُمۡ كَمَا نَسِيتُمۡ لِقَآءَ يَوۡمِكُمۡ هَٰذَا وَمَأۡوَىٰكُمُ ٱلنَّارُ وَمَا لَكُم مِّن نَّٰصِرِينَ,fear,it will be said this day we will neglect you as you neglected the meeting of this day of yours your home will be the fire and you will have no helpers
45,18,سورة الجاثية,ثُمَّ جَعَلۡنَٰكَ عَلَىٰ شَرِيعَةٖ مِّنَ ٱلۡأَمۡرِ فَٱتَّبِعۡهَا وَلَا تَتَّبِعۡ أَهۡوَآءَ ٱلَّذِينَ لَا يَعۡلَمُونَ,joy,now we have set you o prophet on the clear way of faith so follow it and do not follow the desires of those who do not know the truth
45,36,سورة الجاثية,فَلِلَّهِ ٱلۡحَمۡدُ رَبِّ ٱلسَّمَٰوَٰتِ وَرَبِّ ٱلۡأَرۡضِ رَبِّ ٱلۡعَٰلَمِينَ,joy,so all praise is for allahlord of the heavens and lord of the earth lord of all worlds
45,6,سورة الجاثية,تِلۡكَ ءَايَٰتُ ٱللَّهِ نَتۡلُوهَا عَلَيۡكَ بِٱلۡحَقِّۖ فَبِأَيِّ حَدِيثِۭ بَعۡدَ ٱللَّهِ وَءَايَٰتِهِۦ يُؤۡمِنُونَ,sadness,these are allahs revelations which we recite to you o prophet in truth so what message will they believe in after denying allah and his revelations
44,3,سورة الدخان,إِنَّآ أَنزَلۡنَٰهُ فِي لَيۡلَةٖ مُّبَٰرَكَةٍۚ إِنَّا كُنَّا مُنذِرِينَ,anger,indeed we sent it down on a blessed night for we always warn against evil
44,14,سورة الدخان,ثُمَّ تَوَلَّوۡاْ عَنۡهُ وَقَالُواْ مُعَلَّمٞ مَّجۡنُونٌ,anger,then they turned away from him saying a madman taught by others
44,16,سورة الدخان,يَوۡمَ نَبۡطِشُ ٱلۡبَطۡشَةَ ٱلۡكُبۡرَىٰٓ إِنَّا مُنتَقِمُونَ,anger,then on the day we will deal you the fiercest blow we will surely inflict punishment
44,25,سورة الدخان,كَمۡ تَرَكُواْ مِن جَنَّٰتٖ وَعُيُونٖ,anger,imagine how many gardens and springs the tyrants left behind
44,4,سورة الدخان,فِيهَا يُفۡرَقُ كُلُّ أَمۡرٍ حَكِيمٍ,fear,on that night every matter of wisdom is ordained
44,10,سورة الدخان,فَٱرۡتَقِبۡ يَوۡمَ تَأۡتِي ٱلسَّمَآءُ بِدُخَانٖ مُّبِينٖ,fear,wait then o prophet for the day when the sky will be veiled in haze clearly visible
44,12,سورة الدخان,رَّبَّنَا ٱكۡشِفۡ عَنَّا ٱلۡعَذَابَ إِنَّا مُؤۡمِنُونَ,fear,our lord remove this torment from us and we will certainly believe
44,15,سورة الدخان,إِنَّا كَاشِفُواْ ٱلۡعَذَابِ قَلِيلًاۚ إِنَّكُمۡ عَآئِدُونَ,fear,indeed we will remove that torment for a while and you meccans will return to disbelief
44,23,سورة الدخان,فَأَسۡرِ بِعِبَادِي لَيۡلًا إِنَّكُم مُّتَّبَعُونَ,fear,allah responded leave with my servants at night for you will surely be pursued
44,28,سورة الدخان,كَذَٰلِكَۖ وَأَوۡرَثۡنَٰهَا قَوۡمًا ءَاخَرِينَ,fear,so it was and we awarded it all to another people
44,32,سورة الدخان,وَلَقَدِ ٱخۡتَرۡنَٰهُمۡ عَلَىٰ عِلۡمٍ عَلَى ٱلۡعَٰلَمِينَ,fear,and indeed we chose the israelites knowingly above the others
44,33,سورة الدخان,وَءَاتَيۡنَٰهُم مِّنَ ٱلۡأٓيَٰتِ مَا فِيهِ بَلَٰٓؤٞاْ مُّبِينٌ,fear,and we showed them signs in which there was a clear test
44,39,سورة الدخان,مَا خَلَقۡنَٰهُمَآ إِلَّا بِٱلۡحَقِّ وَلَٰكِنَّ أَكۡثَرَهُمۡ لَا يَعۡلَمُونَ,fear,we only created them for a purpose but most of these pagans do not know
44,40,سورة الدخان,إِنَّ يَوۡمَ ٱلۡفَصۡلِ مِيقَٰتُهُمۡ أَجۡمَعِينَ,fear,surely the day of final decision is the time appointed for all
44,41,سورة الدخان,يَوۡمَ لَا يُغۡنِي مَوۡلًى عَن مَّوۡلٗى شَيۡـٔٗا وَلَا هُمۡ يُنصَرُونَ,fear,the day no kith or kin will be of benefit to another whatsoever nor will they be helped
44,43,سورة الدخان,إِنَّ شَجَرَتَ ٱلزَّقُّومِ,fear,surely the fruit of the tree of zaqqm
44,45,سورة الدخان,كَٱلۡمُهۡلِ يَغۡلِي فِي ٱلۡبُطُونِ,fear,like molten metal it will boil in the bellies
44,46,سورة الدخان,كَغَلۡيِ ٱلۡحَمِيمِ,fear,like the boiling of hot water
44,56,سورة الدخان,لَا يَذُوقُونَ فِيهَا ٱلۡمَوۡتَ إِلَّا ٱلۡمَوۡتَةَ ٱلۡأُولَىٰۖ وَوَقَىٰهُمۡ عَذَابَ ٱلۡجَحِيمِ,fear,there they will never taste death beyond the first death and he will protect them from the punishment of the hellfire
44,59,سورة الدخان,فَٱرۡتَقِبۡ إِنَّهُم مُّرۡتَقِبُونَ,fear,wait then they too are certainly waiting
44,6,سورة الدخان,رَحۡمَةٗ مِّن رَّبِّكَۚ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلۡعَلِيمُ,joy,as a mercy from your lord he alone is truly the allhearing allknowing
44,8,سورة الدخان,لَآ إِلَٰهَ إِلَّا هُوَ يُحۡيِۦ وَيُمِيتُۖ رَبُّكُمۡ وَرَبُّ ءَابَآئِكُمُ ٱلۡأَوَّلِينَ,joy,there is no god worthy of worship except him he alone gives life and causes death he is your lord and the lord of your forefathers
44,42,سورة الدخان,إِلَّا مَن رَّحِمَ ٱللَّهُۚ إِنَّهُۥ هُوَ ٱلۡعَزِيزُ ٱلرَّحِيمُ,joy,except those shown mercy by allah he is truly the almighty most merciful
44,51,سورة الدخان,إِنَّ ٱلۡمُتَّقِينَ فِي مَقَامٍ أَمِينٖ,joy,indeed the righteous will be in a secure place
44,52,سورة الدخان,فِي جَنَّٰتٖ وَعُيُونٖ,joy,amid gardens and springs
44,53,سورة الدخان,يَلۡبَسُونَ مِن سُندُسٖ وَإِسۡتَبۡرَقٖ مُّتَقَٰبِلِينَ,joy,dressed in fine silk and rich brocade facing one another
44,54,سورة الدخان,كَذَٰلِكَ وَزَوَّجۡنَٰهُم بِحُورٍ عِينٖ,joy,so it will be and we will pair them to maidens with gorgeous eyes
44,55,سورة الدخان,يَدۡعُونَ فِيهَا بِكُلِّ فَٰكِهَةٍ ءَامِنِينَ,joy,there they will call for every fruit in serenity
44,57,سورة الدخان,فَضۡلٗا مِّن رَّبِّكَۚ ذَٰلِكَ هُوَ ٱلۡفَوۡزُ ٱلۡعَظِيمُ,joy,as an act of grace from your lord that is truly the ultimate triumph
44,9,سورة الدخان,بَلۡ هُمۡ فِي شَكّٖ يَلۡعَبُونَ,sadness,in fact they are in doubt amusing themselves
44,13,سورة الدخان,أَنَّىٰ لَهُمُ ٱلذِّكۡرَىٰ وَقَدۡ جَآءَهُمۡ رَسُولٞ مُّبِينٞ,sadness,how can they be reminded when a messenger has already come to them making things clear
44,19,سورة الدخان,وَأَن لَّا تَعۡلُواْ عَلَى ٱللَّهِۖ إِنِّيٓ ءَاتِيكُم بِسُلۡطَٰنٖ مُّبِينٖ,sadness,and do not be arrogant with allah i have certainly come to you with a compelling proof
44,21,سورة الدخان,وَإِن لَّمۡ تُؤۡمِنُواْ لِي فَٱعۡتَزِلُونِ,sadness,but if you do not believe me then let me be
44,22,سورة الدخان,فَدَعَا رَبَّهُۥٓ أَنَّ هَٰٓؤُلَآءِ قَوۡمٞ مُّجۡرِمُونَ,sadness,ultimately he cried out to his lord these are a wicked people
44,24,سورة الدخان,وَٱتۡرُكِ ٱلۡبَحۡرَ رَهۡوًاۖ إِنَّهُمۡ جُندٞ مُّغۡرَقُونَ,sadness,and leave the sea parted for they are certainly an army bound to drown
44,29,سورة الدخان,فَمَا بَكَتۡ عَلَيۡهِمُ ٱلسَّمَآءُ وَٱلۡأَرۡضُ وَمَا كَانُواْ مُنظَرِينَ,sadness,neither heaven nor earth wept over them nor was their fate delayed
44,44,سورة الدخان,طَعَامُ ٱلۡأَثِيمِ,sadness,will be the food of the evildoer
43,5,سورة الزخرف,أَفَنَضۡرِبُ عَنكُمُ ٱلذِّكۡرَ صَفۡحًا أَن كُنتُمۡ قَوۡمٗا مُّسۡرِفِينَ,anger,should we then turn the quranic reminder away from you simply because you have been a transgressing people
